"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"XFNKHUHL","journalArticle","2020","Castro, Mario; Pacheco, Aryel; Kuzmanic, Ivo; Clarot, Alejandro; Díaz Jarufe, Pablo","Treponematosis in a pre-Columbian hunter-gatherer male from Antofagasta (1830 ± 20 BP, Northern Coast of Chile)","International Journal of Paleopathology","","18799817","10.1016/j.ijpp.2020.01.004","https://www.researchgate.net/publication/339745949_Treponematosis_in_a_pre-Columbian_hunter-gatherer_male_from_Antofagasta_1830_20_BP_Northern_Coast_of_Chile","","2020-09","2021-05-20 04:43:26","2021-05-20 04:45:42","2021-05-20 04:43:26","10-16","","","30","","International Journal of Paleopathology","","","","","","","","en","","","","","DOI.org (Crossref)","","Norte Grande;Bioarqueología","","","","Northern Chile; Andean formative; caries sicca; treponemal disease","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TLTESL9L","journalArticle","2019","Pestle, William J.; Torres-Rouff, Christina; Gallardo Ibanez, Francisco; Cabello, Gloria Andrea; Smith, Erin K.; Clarot, Alejandro","The interior frontier: Exchange and interculturation in the Formative period (1000 B.C.-A.D. 400) of Quillagua, Antofagasta region, northern Chile","Quaternary International","","10406182","10.1016/j.quaint.2019.03.014","https://linkinghub.elsevier.com/retrieve/pii/S104061821830569X","","2019-11","2021-05-20 04:46:05","2021-05-20 04:47:48","2021-05-20 04:46:05","25-36","","","533","","Quaternary International","The interior frontier","","","","","","","en","","","","","DOI.org (Crossref)","","Norte Grande;Bioarqueología,Isótopos","","","","Quillagua; Formative period","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N4GPFNS2","journalArticle","2018","Ballester, Benjamín; Vidal, Estefanía; Calás, Elisa; Gallardo, Francisco; Aguilera, Patricio; Pellegrino, Constanza; Clarot, Alejandro","Un enclave arcaico tardío en la aguada costera de Gualaguala (desierto de Atacama, norte de Chile)","Chungará (Arica)","","0717-7356","10.4067/S0717-73562018005000702","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-73562018005000702&lng=en&nrm=iso&tlng=en","","2018","2021-05-20 04:48:42","2021-05-20 04:50:02","2021-05-20 04:48:42","0-0","","ahead","","","Chungará (Arica)","","","","","","","","en","","","","","DOI.org (Crossref)","","Norte Grande;Bioarqueología","","C:\Users\yo\Zotero\storage\Z7Q45SHU\Ballester et al. - 2018 - Un enclave arcaico tardío en la aguada costera de .pdf","","cazadores-recolectores; complejidad social; campamento residencial; marcadores; sedentarización","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IAVCUJVW","journalArticle","2017","Smith, Erin K.; Pestle, William J.; Clarot, Alejandro; Gallardo, Francisco","Modeling Breastfeeding and Weaning Practices (BWP) on the Coast of Northern Chile's Atacama Desert During the Formative Period","The Journal of Island and Coastal Archaeology","","1556-4894, 1556-1828","10.1080/15564894.2016.1253047","http://repositorio.uchile.cl/handle/2250/148544","Stable isotope analysis of bone collagen is frequently employed as a means of studying the breastfeeding and weaning practices (BWP) of archaeological populations. Such studies are strengthened greatly through the application of statistical models that permit precise and model-bound estimates of weaning age, duration, trophic enrichment, and the isotopic characterization of supplementary foods. Here we present the result of a stable isotope (N-15) and Bayesian computational modeling study of bone collagen from human subadults from two coastal cemetery sites located near the mouth of the River Loa in the Atacama Desert. Recent bioarchaeological and paleodemographic research on remains from these marine hunter-gatherer sites, which are contemporary with the Formative Period (1500 BC-AD 400), has found evidence for notably elevated rates of female fertility. Ultimately, we argue that the modeled BWP parameters, which indicate the early introduction of supplementary foods, support an argument of high fertility as gleaned from the bioarchaeological evidence, and that these results provide novel insights into the child-rearing practices of the coastal populations of the Atacama. Indeed, these populations would have seemed to have developed a set of BWP that carefully balanced the biological and economic production/reproduction of the community.","2017-10-02","2021-05-20 04:50:22","2021-05-20 04:52:50","2021-05-20 04:50:22","558-571","","4","12","","The Journal of Island and Coastal Archaeology","","","","","","","","en","","","","","DOI.org (Crossref)","","Norte Grande;Bioarqueología,Isótopos","","","","bone; archaeometry; economy and subsistence; mortuary remains; Southern Andes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5LGJEEZ5","journalArticle","2015","Ballester, Benjamín; Clarot, Alejandro; Llagostera, Agustín","El cementerio Auto Club de Antofagasta y la sociedad litoral entre los 1000 a 1450 d.C.","Hombre y Desierto","","","","https://hal.archives-ouvertes.fr/hal-02866975/document","","2015","2021-05-20 04:53:04","2021-05-20 04:55:25","","186-212","","18","","","","","","","","","","","","","","","","","","Norte Grande;Bioarqueología","","","","cementerio; Antofagasta","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZZXETURF","journalArticle","2015","Pestle, William J.; Torres-Rouff, Christina; Gallardo, Francisco; Ballester, Benjamín; Clarot, Alejandro","Mobility and Exchange among Marine Hunter-Gatherer and Agropastoralist Communities in the Formative Period Atacama Desert","Current Anthropology","","0011-3204, 1537-5382","10.1086/679594","https://www.journals.uchicago.edu/doi/10.1086/679594","","2015-02","2021-05-20 04:55:46","2021-05-20 04:56:30","2021-05-20 04:55:46","121-133","","1","56","","Current Anthropology","","","","","","","","en","","","","","DOI.org (Crossref)","","Norte Grande;Bioarqueología","","C:\Users\yo\Zotero\storage\T2NLYRPY\Pestle et al. - 2015 - Mobility and Exchange among Marine Hunter-Gatherer.pdf","","Atacama; marine hunter-gatherers; agropastoralists; Formative Period","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WMF988WW","journalArticle","2014","Ballester, Benjamín; Clarot, Alejandro; Víctor, , Bustos","Chacaya 2: Reevaluación de un campamento Arcaico Tardío (6000 al 4000 Cal AP) de la costa de Mejillones, II Región, Chile","Werkén, Universidad Internacional SEK","","","","https://hal.archives-ouvertes.fr/hal-02866978","","2014","2021-05-20 04:57:09","2021-05-20 04:58:56","","31-48","","15","","","","","","","","","","","","Publisher: Universidad Internacional SEK","","","","","","Norte Grande;Bioarqueología","","","https://hal.archives-ouvertes.fr/hal-02866978/file/Ballester%20et%20al%202014%20-%20Chacaya%202.pdf","Arcaico Tardío; Mejillones; litoral desértico","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XTAQTPXK","journalArticle","2014","Ballester, Benjamín; Clarot, Alejandro; Bustos, Víctor; Llagostera, Agustín; Garcés, Héctor","Arqueología de la prehistoria de la península de Mejillones: el campamento de los canastos 3 desde sus cuadernos de campo y materiales de museo.","Boletín de la Sociedad Chilena de Arqueología","","","","https://www.researchgate.net/publication/277952848_Ballester_et_al_2014_-_Arqueologia_de_la_prehistoria_de_la_Peninsula_de_Mejillones_el_campamento_de_Los_Canastos_3_desde_sus_cuadernos_de_campo_y_materiales_de_museo","","2014","2021-05-20 05:00:37","2021-05-20 05:03:21","","5-22","","43/44","","","","","","","","","","","","","","","","","","Norte Grande;Bioarqueología","","","","pescadores; Arcaico Tardío; asentamiento y movilidad; cazadores y recolectores marinos; litoral del Desierto de Atacama","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FLTKQ2N8","journalArticle","2015","Clarot, Alejandro; Méndez, Adriana; Ballester, Benjamín","Un costeño del Desierto de Atacama: Acercamiento al modo de vida en el periodo Intermedio Tardío mediante imagenología e isótopos estables.","Taltalia","","","","https://taltalia.hypotheses.org/taltalia-7-8-2014-2015","","2015","2021-05-20 05:04:35","2021-05-21 03:15:20","","29-60","","7-8","","","","","","","","","","","","","","","","","","Norte Grande;Bioarqueología,Isótopos","","","","paleopatología; bioarqueología; isótopos estables; período Intermedio Tardío; Changos; litoral del desierto de Atacama; paleoimagenología","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JDRLRQS4","conferencePaper","2012","Clarot, Alejandro","Muerte temprana: consecuencias de la diferencia sexual laboral en poblaciones prehispánicas costeras del Norte de Chile","X Congreso  Latinoamericano de Sociedades de Estadística (CLATSE)","","","","http://conferencias.unc.edu.ar/index.php/xclatse/clatse2012/paper/view/75","","2012","2021-05-20 05:07:28","2021-05-21 03:11:23","","","","","","","","","","","","","","Córdoba, Argentina","","","","","","","","Norte Grande;Bioarqueología,Isótopos","","","","paleopatología; paleodieta; Changos; análisis de correspondencias múltiples; pruebas no-paramétricas; pruebas paramétricas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TQGIH5SX","report","2011","Ardiles, Héctor; Ballester, Benjamín; Clarot, Alejandro","Elección de dieta en poblaciones pasadas de la costa de la II región: una mirada multidisciplinaria","","","","","https://www.academia.edu/2524915/Ardiles_H_B_Ballester_y_A_Clarot_2011_Elección_de_dieta_en_poblaciones_pasadas_de_la_costa_de_la_II_Región_Una_mirada_multidisciplinaria","","2011","2021-05-20 05:11:38","2021-05-20 05:16:33","","","","","","","","","","","","","Fondo de apoyo a la investigación patrimonial","","","","","","","","","Norte Grande;Bioarqueología,Isótopos","","","","dieta","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3SW49YGN","bookSection","2018","Clarot, Alejandro; Moraga, María","Mortalidad temprana y sus respuestas adaptativas: Análisis paleodemográfico en el litoral del desierto de Atacama (500 cal. a.C.-700 d.C.)","Monumentos funerarios de la costa del Desierto de Atacama. Los cazadores-recolectores marinos y sus intercambios (500 a.C-700 d.C.).","","","","https://www.researchgate.net/publication/323582961_Mortalidad_temprana_y_sus_respuestas_adaptativas_Analisis_paleodemografico_en_el_litoral_del_desierto_de_Atacama_500_cal_aC-700_dC","","2018","2021-05-20 05:17:33","2021-05-21 03:18:49","","","","","","","","","","","","","","","","","","","","","","Norte Grande;Bioarqueología","","","","Atacama; paleodemografía; mortalidad temprana","","Gallardo, Francisco; Ballester, Benjamín; Fuenzalida, Nicole","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BGIN4XEH","journalArticle","2019","Goycoolea, Marcos; Castro, Mario; Galvez, Marcelo; Montoya, Carlos; Fuentes, Jorge; Silva-Pinto, Verónica","Otitis media and mastoiditis in temporal bones of prehistoric Chilean populations. A paleopathological and paleoepidemiological study","Acta Oto-Laryngologica","","16512251","10.1080/00016489.2018.1530800","https://www.researchgate.net/publication/331286407_Otitis_media_and_mastoiditis_in_temporal_bones_of_prehistoric_Chilean_populations_A_paleopathological_and_paleoepidemiological_study","Background: This study evaluates otitis media in prehistoric populations in northern Chile. Aims/objectives: Determining prevalence of otitis media and diagnostic usefulness of temporal-bone X-rays in skulls. Materials and methods: 444 skulls belonging to three groups: prehistoric-coastal (400–1000 AD), prehistoric-highland (400–1000 AD) and Pisagua-Regional Developments (1000–1450 AD). Skulls were evaluated visually and with Schuller’s view X-rays. Five skulls diagnosed as having had otitis media, five diagnosed as normal, and one with temporal bone fistula also had a computed tomography (CT). Results: Changes suggestive of otitis media were present in Prehistoric-coastal 53.57%; Pisagua-Regional Developments 70.73%; prehistoric-highlands 47.90%. Diagnostic effectiveness of Schuller’s view X-rays for assesing middle ear disease was confirmed by CT studies. The case with temporal bone fistula had changes suggestive of mastoiditis and possible post auricular abscess. Conclusions: There was a high prevalence of otitis media in prehistoric populations in Chile. The higher prevalence in one group was presumably due to racial factors. Temporal-bone X-rays are effective for massive evaluation of ear disease in skulls. A case of mastoiditis with temporal bone fistula and possible post-auricular abscess is documented. Significance: Documenting racial factors in otitis media. Validating X-rays for massive evaluation of otitis media in skulls.","2019","2021-06-08 02:24:03","2021-06-08 02:40:52","","340-344","","4","139","","","","","","","","","","","","","","","","","Norte Grande;Bioarqueología","","","","paleopathology; 3D face reconstruction; 3D skull reconstruction; image segmentation; mastoid abscess; racial factors in otitis media","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3XU44XS7","journalArticle","2019","Castro, Mario; Goycoolea, Marcos; Galvez, Marcelo; Silva-Pinto, Verónica; Montoya, Carlos; Fuentes, Jorge","Mastoid osteoma in a prehispanic cranium (1390 A.D.) from Northern Chile","International Journal of Paleopathology","","18799817","10.1016/j.ijpp.2018.10.006","https://www.researchgate.net/publication/328643376_Mastoid_osteoma_in_a_prehispanic_cranium_1390_AD_from_Northern_Chile","","2019","2021-06-08 02:24:03","2021-06-08 02:58:32","","141-143","","","24","","","","","","","","","","","","","","","","","Norte Grande;Bioarqueología","","","","benign neoplasia-paleopathology; high-resolution CT; temporal bone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2IG7JTCX","journalArticle","2018","de Souza, Mônica Vieira; da Silva, Lucélia Guedes Ribeiro; Silva-Pinto, Verónica; Méndez-Quirós, Pablo; Chaves, Sergio Augusto de Miranda; Iñiguez, Alena Mayo","New paleoparasitological investigations from the pre-inca to hispanic contact period in northern Chile","Acta Tropica","","18736254","10.1016/j.actatropica.2017.11.021","https://www.researchgate.net/publication/321331550_New_Paleoparasitological_Investigations_from_the_Pre-Inca_to_Hispanic_Contact_Period_in_northern_Chile","Paleoparasitological studies have demonstrated that changes in environment or culture are reflected in the patterns of parasitic infection diseases in populations worldwide. The advent of agriculture and animal domestication, with its accompanying reduction in human mobility and expanding population involves changes in or emergence of, parasites, the so-called first epidemiological transition. Cultural processes related to territory occupation contribute to both loss and acquisition of parasites. The archaeological site Lluta 57 in the Lluta Valley, Chile, provides a chronology of the transition from the pre-Inca or Late Intermediate Period (LIP), through the Late or Inca Period (LP), to the Hispanic Contact Period (HCP), providing the possibility of evaluating this epidemiological transition. The aim of this study was to conduct a paleoparasitological investigation of to gain insight into the dynamics of parasitism in Lluta people throughout the Inca expansion. Fourteen human coprolites from the three periods were rehydrated, submitted to spontaneous sedimentation, and examined by light microscopy for the presence of intestinal parasite eggs, pollen grains, and micro-remains. Eggs of four parasites: Enterobius vermicularis, Trichostrongylus sp., Trichuris sp., and Eimeria macusaniensis were recovered. Frequency, diversity, and number of parasite eggs per sample increased over the studied time period. Trichostrongylus sp. and E. macusaniensis were recorded in the region for the first time. Enterobius vermicularis eggs, absent in the LIP, were present as a hyper-infection in LP. The presence of E. macusaniensis is likely related to exploitation of llamas, which were used for food and transport and as sacrificial offerings. The paleobotanical analysis revealed ten families of pollen grains, as well as phytoliths and floral remains. In contrast to parasitological results, a diachronic pattern was not detected. Evolution of the settlements, with the advent of larger, more densely populated, villages, could have influenced the emergence and intensification of transmission of parasites in the region. The study showed that the Inca expansion influenced host-parasite-environment relationships in the Lluta Valley.","2018","2021-06-08 02:24:03","2021-06-08 02:42:16","","290–296","","","178","","","","","","","","","","","","","","","","","Norte Grande;Bioarqueología","","","","Inca empire; coprolite; helminth; micro-remains; paleobotany; paleoparasitology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G5GGTVWV","journalArticle","2017","Castro, Mario; Goycoolea, Marcos; Silva-Pinto, Verónica","External ear canal exostosis and otitis media in temporal bones of prehistoric and historic chilean populations. A paleopathological and paleoepidemiological study","Acta Oto-Laryngologica","","0001-6489","10.1080/00016489.2016.1249949","https://www.tandfonline.com/doi/full/10.1080/00016489.2016.1249949","Conclusions: External ear canal exostosis is more prevalent in northern coastal groups than in the highlands, suggesting that ocean activities facilitate the appearance of exostosis. However, southern coastal groups exposed to colder ocean water have a lesser incidence of exostosis, possibly due to less duration of exposure. There was a high incidence of otitis media in all groups of native population in Chile. One coastal group had a higher incidence, presumably due to racial factors. Background: This is a paleopathological and paleoepidemiological study in temporal bones which assesses external ear canal exostosis and otitis media in prehistoric and historic native populations in Chile. Materials and methods: A total of 460 temporal bones were evaluated for exostosis (ex) and 542 temporal bones were evaluated for otitis media (om). The study involved four groups: (1) Prehistoric Coastal (400–1000 AD) populations in Northern Chile (Pisagua-Tiwanaku) (22 temporal bones ex; 28 om); (2) Prehistoric Highland (400–1000 AD) populations in Northern Chile (292 temporal bones ex; 334 om); (3) Pisagua-Regional Developments (coastal) in Northern Chile (1000–1450 AD) (66 temporal bones ex; 82 om); and (4) Historic (1500–1800 AD) coastal populations in Southern Chile (80 temporal bones ex: 18 Chonos, 62 Fuegians. 98 om: 22 Chonos, 76 Fuegians). Skulls were evaluated visually and with an operating microscope. In addition, the otitis media group was evaluated with Temporal bone radiology–-lateral XRays-Schuller view–to assess pneumatization as evidence of previous middle ear disease. Results: Prehistoric northern coastal groups had an incidence of exostosis of 15.91%, the northern highlands group 1.37%, and the southern coastal group 1.25%. There were changes suggestive of otitis media in: Pisagua/Tiwanaku 53.57%; Pisagua/Regional Developments 70.73%; Northern Highlands population 47.90%; Chonos 63.64%; and Fuegian tribes 64.47%.","2017","2021-06-08 02:24:03","2021-06-08 03:38:59","","365-369","","4","137","","","","","","","","","","","","","","","","","Norte Grande;Bioarqueología","","","","otitis media; otitis media racial factors; pronicity factors; exostosis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JTYEJVLX","journalArticle","2017","Salazar-García, Domingo C.; Silva-Pinto, Verónica","Isótopos en la Prehistoria y Arqueología Valencianas","SAGVNTVM-PLAV","","","","https://www.researchgate.net/publication/317256303_Isotopos_en_la_Prehistoria_y_Arqueologia_Valencianas","","2017","2021-06-08 02:24:04","2021-06-08 03:35:35","","75-91","","","19","","","","","","","","","","","","","","","","","Fuera de Chile;Bioarqueología,Isótopos","","","","arqueología; isótopos; España","","Gascó, Carmen Aranegui; Gil, Ferran Arasa i; Parreño, Consuelo Mata","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RR4V5W2A","journalArticle","2016","Díaz-Zorita Bonilla, Marta; Drucker, Dorothée G.; Richardin, Pascale; Silva-Pinto, Verónica; Sepúlveda, Marcela; Bocherens, Hervé","Marine food consumption in coastal northern Chilean (Atacama Desert) populations during the Formative Period: Implications of isotopic evidence (C, N, S) for the Neolithic process in south central Andes","Journal of Archaeological Science: Reports","","2352409X","10.1016/j.jasrep.2016.01.026","https://www.researchgate.net/publication/293755713_Marine_food_consumption_in_coast_northern_Chilean_Atacama_Desert_population_during_the_Formative_Period_Implications_of_isotopic_evidence_C_N_S_for_Neolithic_process_in_south_central_Andes","Stable carbon, nitrogen and sulfur isotope analyses combined with radiocarbon dates were carried out on human and faunal (camelids) hair remains from three archeological coastal sites in northern Chile (Playa Miller 7, Quiani 7 and Camarones 15) to assess subsistence patterns between 4000 and 1500 years ago. Sulfur isotopes were useful to decipher some cases where carbon and nitrogen did not detect significant consumption of terrestrial resources. These isotopic results confirm that the exploitation of marine resources was the main activity for the inhabitants of the Formative Period, a time of neolithization process in south central Andes. This contradicts previous assumptions on the speed of the shift from the exploitation of marine to terrestrial resources, suggesting that this transition did not impact the subsistence strategies of this population as fast as previously thought. Therefore the ""neolithization"" of populations during this period did not lead to a significant change in diet. In this paper we present data from fifteen individuals, of which thirteen had a diet mainly based on marine resources, while two showed a more terrestrial-based diet. These different cases among individuals in relation to different access to resources are discussed. Moreover, the results are compared with those obtained from other contemporaneous Chilean sites of the same geographical area. This investigation on mummified hair samples offers new palaeodiet insights into the prehistoric subsistence strategies in northern Chile during a key transitional period.","2016","2021-06-08 02:24:04","2021-06-08 02:32:15","","768–776","","","6","","","","","","","","","","","","","","","","","Norte Grande;Bioarqueología,Isótopos","","","","Formative period; stable isotope analysis; hair; palaeodiet; carbon; nitrogen; sulfur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2AB2Y6FC","bookSection","2015","Silva-Pinto, Verónica; Salazar-García, Domingo C.","Bioarqueología de un cementerio huaqueado","Poblados Maiceros y Arquitectura funeraria en el valle del Lluta (1200 - 1600 d.C.)","978-956-358-908-5","","","https://www.researchgate.net/publication/301564912_Poblados_Maiceros_y_Arquitectura_funeraria_en_el_valle_del_Lluta_1200_-_1600_dC","","2015","2021-06-08 02:24:04","2021-06-08 03:35:14","","87-110","","","","","","","","","","","Editorial Andros","Iquique-Leipzig","","","","","","","","Norte Grande;Bioarqueología,Isótopos","","","","cementerio; Lluta 57","","Méndez-Quirós, Pablo; Verónica, Silva-Pinto","","","","","","","","","","","","","","","","","","","Primera edción","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XE5EM9HQ","journalArticle","2013","Silva-Pinto, Verónica; Valenzuela, Daniela; Sepúlveda, Marcela","Paleopatología osteoarticular en Chinchorro: Revisión de un caso y discusión sobre el autocuidado en la prehistoria de Arica, norte de Chile","Revista médica de Chile","","0034-9887","10.4067/S0034-98872013000500012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872013000500012&lng=en&nrm=iso&tlng=en","","2013","2021-06-08 02:24:04","2021-06-08 02:57:51","","637-643","","5","141","","","","","","","","","","","","","","","","","Norte Grande;Bioarqueología","","","","Chinchorro; mummies; empathy; osteoarthritis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X583E49W","bookSection","2015","Silva-Pinto, Verónica","Infancia y ritual funerario en el valle de Lluta","Poblados Maiceros y Arquitectura funeraria en el valle del Lluta (1200 - 1600 d.C.)","978-956-358-908-5","","","https://www.researchgate.net/publication/301564912_Poblados_Maiceros_y_Arquitectura_funeraria_en_el_valle_del_Lluta_1200_-_1600_dC","","2015","2021-06-08 02:53:13","2021-06-08 03:05:26","","111-128","","","","","","","","","","","Editorial Andros","Iquique-Leipzig","","","","","","","","Norte Grande;Bioarqueología,Isótopos","","","","Lluta 57; infancia; TAC","","Méndez-Quirós, Pablo; Verónica, Silva-Pinto","","","","","","","","","","","","","","","","","","","Primera edción","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NXVDFE9R","journalArticle","2015","Sepúlveda, Marcela; Silva-Pinto, Verónica; Angelo, Dante","Editorial Edición Especial Arqueometría","Chungara, Revista de Antropología Chilena","","","","http://www.chungara.cl/Vols/2015/47-2/000-EDITORIAL.pdf","","2015","2021-06-08 03:08:05","2021-06-08 03:12:17","","183-185","","2","47","","","","","","","","","","","","","","","","","Norte Grande;Bioarqueología,Otro","","","","arqueometría","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NMD3DZNX","bookSection","2018","Silva-Pinto, Verónica; Gayo, Eugenia M.; Salazar-García, Domingo C.","Capítulo 5: Isótopos Estables","Arqueometría: estudios analíticos de materiales arqueológicos","978-612-4358-02-9","","","https://www.researchgate.net/profile/Marcela-Sepulveda-5/publication/323784067_Arqueometria_Estudios_analiticos_de_materiales_arqueologicos/links/5b780ec84585151fd11d88b4/Arqueometria-Estudios-analiticos-de-materiales-arqueologicos.pdf","","2018","2021-06-08 03:12:47","2021-06-08 03:41:52","","","","","","","","","","","","","Instituto Francés de Estudios Andinos: Université Bordeaux Montaigne: Universidad de Tarapacá","Lima","Spanish","","","","","Open WorldCat","","Sin región;Isótopos","","","","isótopos; arqueometría","","Chapoulie, Rémy; Sepúlveda, Marcela; Del-Solar-Velarde, Nino; Wright, Véronique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N3G8AMLJ","bookSection","2014","Silva-Pinto, Verónica; Salazar-García, Domingo C.","Una aproximación a la dieta consumida por las poblaciones constructoras de túmulos","Mil años de historia de los constructores de túmulos de los valles desérticos de Arica: Paisaje, Monumentos y Memoria","978-956-7021-43-7","","","http://sb.uta.cl/libros/32595-%20MIL%20AÑOS-%20NUÑEZ%20correg.pdf","","2014","2021-06-08 03:18:31","2021-06-08 03:30:37","","89-102","","","","","","","","","","","Ediciones Universidad de Tarapacá","Arica, Chile","","","","","","","","Norte Grande;Bioarqueología,Isótopos","","","","Arica; paleodietaria; túmulos","","Muñoz, Iván; Fernández, María Soledad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QZUPPID5","bookSection","2014","Silva-Pinto, Verónica","Bioantropología en los túmulos de Az-67","Mil años de historia de los constructores de túmulos de los valles desérticos de Arica: Paisaje, Monumentos y Memoria","978-956-7021-43-7","","","http://sb.uta.cl/libros/32595-%20MIL%20AÑOS-%20NUÑEZ%20correg.pdf","","2014","2021-06-08 03:27:54","2021-06-08 03:33:54","","179-186","","","","","","","","","","","Ediciones Universidad de Tarapacá","Arica, Chile","","","","","","","","Norte Grande;Bioarqueología","","","","Arica; túmulos; bioantropología","","Muñoz, Iván; Fernández, María Soledad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JENRCZ2A","film","1998","Caiozzi, Silvio","Fernando ha vuelto","","","","","https://www.youtube.com/watch?v=ITg9VVKh3Ic","","1998","2021-06-19 16:24:55","2021-06-19 16:40:28","","","","","","","","","","","","","Caiozzi y García Ltda.","","","","","","","","","Sin región,Centro;Forense","","","","detenidos desaparecidos; ejecutados políticos; SML","","","","","","","","","","","","","","","","","","","","","","31 min.","","","","","","","","","","","","","","","","","","","","","","","","",""
"UFNPJ29B","film","2019","Reyes-Baeza, Erika I.","Antropología y muerte, relatos tras el derrumbe","","","","","https://museohistoriapenco.cl/2020/10/29/estreno-antropologia-y-muerte/","","2019","2021-06-19 16:35:05","2021-06-19 16:39:49","","","","","","","","","","","","","Antropología y muerte","","","","","","","","","Sur;Forense","","","","Cementerio Parroquial de Penco; terremoto 2010","","","","","","","","","","","","","","","","","","","","","","24 min","","","","","","","","","","","","","","","","","","","","","","","","",""
"E5DYDUFS","film","2020","Herrera-Rubio, Rodrigo; Lama, Juan Pablo","El Niño del Plomo","","","","","https://youtu.be/gjuSCAKTKlw","","2020","2021-06-19 21:35:22","2021-06-19 22:19:08","","","","","","","","","","","","","Andesjournal","","","","","","","","","Centro;Bioarqueología","","","","Inka; momia; Niño del Plomo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AHBJM36P","film","2015","Arriaza, Bernardo T.; Lagos, Octavio","Cultura Chinchorro - Serie documental","","","","","https://www.expedientechinchorro.cl/index.php?option=com_content&view=category&layout=blog&id=90&Itemid=614","","2015","2021-06-19 21:39:57","2021-08-06 18:17:47","","","","","","","","","","","","","Tetrápodo Films","","","","","","","","","Norte Grande;Bioarqueología","","","","Chinchorro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
